filename,width,height,class,xmin,ymin,xmax,ymax
rpa_aa_25C_3_dpf_fert_04_24_20261207_png.rf.78KsdV32DeHml9aoCnb8.png,1040,1050,Planula,630,294,641,304
rpa_aa_25C_3_dpf_fert_04_24_20261207_png.rf.78KsdV32DeHml9aoCnb8.png,1040,1050,Planula,553,275,564,286
rpa_aa_25C_3_dpf_fert_04_24_20261207_png.rf.78KsdV32DeHml9aoCnb8.png,1040,1050,Planula,432,284,442,294
rpa_aa_25C_3_dpf_fert_04_24_20261207_png.rf.78KsdV32DeHml9aoCnb8.png,1040,1050,Planula,167,634,177,645
rpa_aa_25C_3_dpf_fert_04_24_20261207_png.rf.78KsdV32DeHml9aoCnb8.png,1040,1050,Planula,518,385,529,396
rpa_aa_25C_3_dpf_fert_04_24_20261207_png.rf.78KsdV32DeHml9aoCnb8.png,1040,1050,Planula,92,659,103,669
rpa_aa_25C_3_dpf_fert_04_24_20261207_png.rf.78KsdV32DeHml9aoCnb8.png,1040,1050,Planula,674,747,685,759
rpa_aa_25C_3_dpf_fert_04_24_20261207_png.rf.78KsdV32DeHml9aoCnb8.png,1040,1050,Planula,601,216,611,228
rpa_aa_25C_3_dpf_fert_04_24_20261207_png.rf.78KsdV32DeHml9aoCnb8.png,1040,1050,Planula,350,808,361,819
rpa_aa_25C_3_dpf_fert_04_24_20261207_png.rf.78KsdV32DeHml9aoCnb8.png,1040,1050,Planula,429,214,439,225
rpa_aa_25C_3_dpf_fert_04_24_20261207_png.rf.78KsdV32DeHml9aoCnb8.png,1040,1050,Planula,344,765,355,777
rpa_aa_25C_3_dpf_fert_04_24_20261207_png.rf.78KsdV32DeHml9aoCnb8.png,1040,1050,Planula,788,288,799,299
rpa_aa_25C_3_dpf_fert_04_24_20261207_png.rf.78KsdV32DeHml9aoCnb8.png,1040,1050,Planula,442,410,455,422
rpa_aa_25C_3_dpf_fert_04_24_20261207_png.rf.78KsdV32DeHml9aoCnb8.png,1040,1050,Planula,490,623,501,634
rpa_aa_25C_3_dpf_fert_04_24_20261207_png.rf.78KsdV32DeHml9aoCnb8.png,1040,1050,Planula,781,345,793,355
rpa_aa_25C_3_dpf_fert_04_24_20261207_png.rf.78KsdV32DeHml9aoCnb8.png,1040,1050,Planula,711,519,721,532
rpa_aa_25C_3_dpf_fert_04_24_20261207_png.rf.78KsdV32DeHml9aoCnb8.png,1040,1050,Planula,354,145,368,156
rpa_aa_25C_3_dpf_fert_04_24_20261207_png.rf.78KsdV32DeHml9aoCnb8.png,1040,1050,Planula,757,802,769,813
rpa_aa_25C_3_dpf_fert_04_24_20261207_png.rf.78KsdV32DeHml9aoCnb8.png,1040,1050,Planula,533,100,547,111
rpa_aa_25C_3_dpf_fert_04_24_20261207_png.rf.78KsdV32DeHml9aoCnb8.png,1040,1050,Planula,910,391,921,405
rpa_aa_25C_3_dpf_fert_04_24_20261214_png.rf.3FSydLryyxICAyaL3gPj.png,1040,1050,Planula,627,297,637,309
rpa_aa_25C_3_dpf_fert_04_24_20261214_png.rf.3FSydLryyxICAyaL3gPj.png,1040,1050,Planula,436,286,446,295
rpa_aa_25C_3_dpf_fert_04_24_20261214_png.rf.3FSydLryyxICAyaL3gPj.png,1040,1050,Planula,554,275,564,286
rpa_aa_25C_3_dpf_fert_04_24_20261214_png.rf.3FSydLryyxICAyaL3gPj.png,1040,1050,Planula,673,750,684,762
rpa_aa_25C_3_dpf_fert_04_24_20261214_png.rf.3FSydLryyxICAyaL3gPj.png,1040,1050,Planula,167,642,177,653
rpa_aa_25C_3_dpf_fert_04_24_20261214_png.rf.3FSydLryyxICAyaL3gPj.png,1040,1050,Planula,518,380,529,392
rpa_aa_25C_3_dpf_fert_04_24_20261214_png.rf.3FSydLryyxICAyaL3gPj.png,1040,1050,Planula,776,346,789,358
rpa_aa_25C_3_dpf_fert_04_24_20261214_png.rf.3FSydLryyxICAyaL3gPj.png,1040,1050,Planula,429,208,439,218
rpa_aa_25C_3_dpf_fert_04_24_20261214_png.rf.3FSydLryyxICAyaL3gPj.png,1040,1050,Planula,601,216,611,228
rpa_aa_25C_3_dpf_fert_04_24_20261214_png.rf.3FSydLryyxICAyaL3gPj.png,1040,1050,Planula,102,669,113,680
rpa_aa_25C_3_dpf_fert_04_24_20261214_png.rf.3FSydLryyxICAyaL3gPj.png,1040,1050,Planula,442,410,455,422
rpa_aa_25C_3_dpf_fert_04_24_20261214_png.rf.3FSydLryyxICAyaL3gPj.png,1040,1050,Planula,710,519,721,532
rpa_aa_25C_3_dpf_fert_04_24_20261214_png.rf.3FSydLryyxICAyaL3gPj.png,1040,1050,Planula,364,816,376,826
rpa_aa_25C_3_dpf_fert_04_24_20261214_png.rf.3FSydLryyxICAyaL3gPj.png,1040,1050,Planula,334,758,346,768
rpa_aa_25C_3_dpf_fert_04_24_20261214_png.rf.3FSydLryyxICAyaL3gPj.png,1040,1050,Planula,491,624,501,634
rpa_aa_25C_3_dpf_fert_04_24_20261214_png.rf.3FSydLryyxICAyaL3gPj.png,1040,1050,Planula,785,288,795,298
rpa_aa_25C_3_dpf_fert_04_24_20261214_png.rf.3FSydLryyxICAyaL3gPj.png,1040,1050,Planula,370,142,385,151
rpa_aa_25C_3_dpf_fert_04_24_20261214_png.rf.3FSydLryyxICAyaL3gPj.png,1040,1050,Planula,908,406,919,420
rpa_aa_25C_3_dpf_fert_04_24_20261214_png.rf.3FSydLryyxICAyaL3gPj.png,1040,1050,Planula,540,95,554,105
rpa_aa_25C_3_dpf_fert_04_24_20261214_png.rf.3FSydLryyxICAyaL3gPj.png,1040,1050,Planula,762,802,774,813
rpa_aa_25C_3_dpf_fert_04_24_20261228_png.rf.5bJ5Lm1SDMkYFOa9N7Wm.png,1040,1050,Planula,631,308,643,318
rpa_aa_25C_3_dpf_fert_04_24_20261228_png.rf.5bJ5Lm1SDMkYFOa9N7Wm.png,1040,1050,Planula,555,278,566,289
rpa_aa_25C_3_dpf_fert_04_24_20261228_png.rf.5bJ5Lm1SDMkYFOa9N7Wm.png,1040,1050,Planula,445,283,456,294
rpa_aa_25C_3_dpf_fert_04_24_20261228_png.rf.5bJ5Lm1SDMkYFOa9N7Wm.png,1040,1050,Planula,772,353,783,364
rpa_aa_25C_3_dpf_fert_04_24_20261228_png.rf.5bJ5Lm1SDMkYFOa9N7Wm.png,1040,1050,Planula,398,814,409,824
rpa_aa_25C_3_dpf_fert_04_24_20261228_png.rf.5bJ5Lm1SDMkYFOa9N7Wm.png,1040,1050,Planula,508,378,520,389
rpa_aa_25C_3_dpf_fert_04_24_20261228_png.rf.5bJ5Lm1SDMkYFOa9N7Wm.png,1040,1050,Planula,323,751,333,761
rpa_aa_25C_3_dpf_fert_04_24_20261228_png.rf.5bJ5Lm1SDMkYFOa9N7Wm.png,1040,1050,Planula,417,204,428,214
rpa_aa_25C_3_dpf_fert_04_24_20261228_png.rf.5bJ5Lm1SDMkYFOa9N7Wm.png,1040,1050,Planula,600,216,611,228
rpa_aa_25C_3_dpf_fert_04_24_20261228_png.rf.5bJ5Lm1SDMkYFOa9N7Wm.png,1040,1050,Planula,164,660,173,672
rpa_aa_25C_3_dpf_fert_04_24_20261228_png.rf.5bJ5Lm1SDMkYFOa9N7Wm.png,1040,1050,Planula,676,756,688,767
rpa_aa_25C_3_dpf_fert_04_24_20261228_png.rf.5bJ5Lm1SDMkYFOa9N7Wm.png,1040,1050,Planula,442,410,455,421
rpa_aa_25C_3_dpf_fert_04_24_20261228_png.rf.5bJ5Lm1SDMkYFOa9N7Wm.png,1040,1050,Planula,768,794,778,806
rpa_aa_25C_3_dpf_fert_04_24_20261228_png.rf.5bJ5Lm1SDMkYFOa9N7Wm.png,1040,1050,Planula,133,682,146,694
rpa_aa_25C_3_dpf_fert_04_24_20261228_png.rf.5bJ5Lm1SDMkYFOa9N7Wm.png,1040,1050,Planula,782,295,793,305
rpa_aa_25C_3_dpf_fert_04_24_20261228_png.rf.5bJ5Lm1SDMkYFOa9N7Wm.png,1040,1050,Planula,891,432,904,443
rpa_aa_25C_3_dpf_fert_04_24_20261228_png.rf.5bJ5Lm1SDMkYFOa9N7Wm.png,1040,1050,Planula,490,622,501,634
rpa_aa_25C_3_dpf_fert_04_24_20261228_png.rf.5bJ5Lm1SDMkYFOa9N7Wm.png,1040,1050,Planula,710,519,721,531
rpa_aa_25C_3_dpf_fert_04_24_20261228_png.rf.5bJ5Lm1SDMkYFOa9N7Wm.png,1040,1050,Planula,405,133,420,144
rpa_aa_25C_3_dpf_fert_04_24_20261228_png.rf.5bJ5Lm1SDMkYFOa9N7Wm.png,1040,1050,Planula,561,100,572,114
rpa_aa_25C_3_dpf_fert_04_24_20260554_png.rf.Hi2Yl3fc0cVrThl3VlIW.png,1040,1050,Planula,490,623,502,634
rpa_aa_25C_3_dpf_fert_04_24_20260554_png.rf.Hi2Yl3fc0cVrThl3VlIW.png,1040,1050,Planula,601,219,611,230
rpa_aa_25C_3_dpf_fert_04_24_20260554_png.rf.Hi2Yl3fc0cVrThl3VlIW.png,1040,1050,Planula,923,430,933,443
rpa_aa_25C_3_dpf_fert_04_24_20260554_png.rf.Hi2Yl3fc0cVrThl3VlIW.png,1040,1050,Planula,366,235,377,245
rpa_aa_25C_3_dpf_fert_04_24_20260554_png.rf.Hi2Yl3fc0cVrThl3VlIW.png,1040,1050,Planula,475,137,486,148
rpa_aa_25C_3_dpf_fert_04_24_20260554_png.rf.Hi2Yl3fc0cVrThl3VlIW.png,1040,1050,Planula,494,323,506,334
rpa_aa_25C_3_dpf_fert_04_24_20260554_png.rf.Hi2Yl3fc0cVrThl3VlIW.png,1040,1050,Planula,577,105,587,116
rpa_aa_25C_3_dpf_fert_04_24_20260554_png.rf.Hi2Yl3fc0cVrThl3VlIW.png,1040,1050,Planula,815,402,826,413
rpa_aa_25C_3_dpf_fert_04_24_20260554_png.rf.Hi2Yl3fc0cVrThl3VlIW.png,1040,1050,Planula,696,530,709,541
rpa_aa_25C_3_dpf_fert_04_24_20260554_png.rf.Hi2Yl3fc0cVrThl3VlIW.png,1040,1050,Planula,526,393,538,404
rpa_aa_25C_3_dpf_fert_04_24_20260554_png.rf.Hi2Yl3fc0cVrThl3VlIW.png,1040,1050,Planula,822,561,833,572
rpa_aa_25C_3_dpf_fert_04_24_20260554_png.rf.Hi2Yl3fc0cVrThl3VlIW.png,1040,1050,Planula,456,516,466,527
rpa_aa_25C_3_dpf_fert_04_24_20260554_png.rf.Hi2Yl3fc0cVrThl3VlIW.png,1040,1050,Planula,697,347,707,357
rpa_aa_25C_3_dpf_fert_04_24_20260554_png.rf.Hi2Yl3fc0cVrThl3VlIW.png,1040,1050,Planula,462,849,476,860
rpa_aa_25C_3_dpf_fert_04_24_20260554_png.rf.Hi2Yl3fc0cVrThl3VlIW.png,1040,1050,Planula,791,293,802,303
rpa_aa_25C_3_dpf_fert_04_24_20260554_png.rf.Hi2Yl3fc0cVrThl3VlIW.png,1040,1050,Planula,445,408,459,421
rpa_aa_25C_3_dpf_fert_04_24_20260554_png.rf.Hi2Yl3fc0cVrThl3VlIW.png,1040,1050,Planula,665,764,677,777
rpa_aa_25C_3_dpf_fert_04_24_20260554_png.rf.Hi2Yl3fc0cVrThl3VlIW.png,1040,1050,Planula,743,359,753,370
rpa_aa_25C_3_dpf_fert_04_24_20260554_png.rf.Hi2Yl3fc0cVrThl3VlIW.png,1040,1050,Planula,664,342,675,353
rpa_aa_25C_3_dpf_fert_04_24_20260554_png.rf.Hi2Yl3fc0cVrThl3VlIW.png,1040,1050,Planula,718,337,729,349
rpa_aa_25C_3_dpf_fert_04_24_20261209_png.rf.DslMHTPU16Aa0il29qca.png,1040,1050,Planula,629,294,640,305
rpa_aa_25C_3_dpf_fert_04_24_20261209_png.rf.DslMHTPU16Aa0il29qca.png,1040,1050,Planula,553,275,564,286
rpa_aa_25C_3_dpf_fert_04_24_20261209_png.rf.DslMHTPU16Aa0il29qca.png,1040,1050,Planula,433,285,443,295
rpa_aa_25C_3_dpf_fert_04_24_20261209_png.rf.DslMHTPU16Aa0il29qca.png,1040,1050,Planula,518,383,529,395
rpa_aa_25C_3_dpf_fert_04_24_20261209_png.rf.DslMHTPU16Aa0il29qca.png,1040,1050,Planula,674,748,685,760
rpa_aa_25C_3_dpf_fert_04_24_20261209_png.rf.DslMHTPU16Aa0il29qca.png,1040,1050,Planula,95,662,105,672
rpa_aa_25C_3_dpf_fert_04_24_20261209_png.rf.DslMHTPU16Aa0il29qca.png,1040,1050,Planula,168,637,177,648
rpa_aa_25C_3_dpf_fert_04_24_20261209_png.rf.DslMHTPU16Aa0il29qca.png,1040,1050,Planula,430,212,440,223
rpa_aa_25C_3_dpf_fert_04_24_20261209_png.rf.DslMHTPU16Aa0il29qca.png,1040,1050,Planula,442,410,455,422
rpa_aa_25C_3_dpf_fert_04_24_20261209_png.rf.DslMHTPU16Aa0il29qca.png,1040,1050,Planula,710,519,721,532
rpa_aa_25C_3_dpf_fert_04_24_20261209_png.rf.DslMHTPU16Aa0il29qca.png,1040,1050,Planula,601,216,611,228
rpa_aa_25C_3_dpf_fert_04_24_20261209_png.rf.DslMHTPU16Aa0il29qca.png,1040,1050,Planula,341,762,353,774
rpa_aa_25C_3_dpf_fert_04_24_20261209_png.rf.DslMHTPU16Aa0il29qca.png,1040,1050,Planula,780,345,791,356
rpa_aa_25C_3_dpf_fert_04_24_20261209_png.rf.DslMHTPU16Aa0il29qca.png,1040,1050,Planula,491,623,501,634
rpa_aa_25C_3_dpf_fert_04_24_20261209_png.rf.DslMHTPU16Aa0il29qca.png,1040,1050,Planula,354,811,365,821
rpa_aa_25C_3_dpf_fert_04_24_20261209_png.rf.DslMHTPU16Aa0il29qca.png,1040,1050,Planula,787,288,798,298
rpa_aa_25C_3_dpf_fert_04_24_20261209_png.rf.DslMHTPU16Aa0il29qca.png,1040,1050,Planula,358,144,373,154
rpa_aa_25C_3_dpf_fert_04_24_20261209_png.rf.DslMHTPU16Aa0il29qca.png,1040,1050,Planula,534,97,550,109
rpa_aa_25C_3_dpf_fert_04_24_20261209_png.rf.DslMHTPU16Aa0il29qca.png,1040,1050,Planula,759,803,771,813
rpa_aa_25C_3_dpf_fert_04_24_20261209_png.rf.DslMHTPU16Aa0il29qca.png,1040,1050,Planula,911,395,921,409
rpa_aa_25C_3_dpf_fert_04_24_20261076_png.rf.zwYUyzDPB6fzkYaHJEWk.png,1040,1050,Planula,637,311,648,322
rpa_aa_25C_3_dpf_fert_04_24_20261076_png.rf.zwYUyzDPB6fzkYaHJEWk.png,1040,1050,Planula,557,265,568,276
rpa_aa_25C_3_dpf_fert_04_24_20261076_png.rf.zwYUyzDPB6fzkYaHJEWk.png,1040,1050,Planula,151,393,160,405
rpa_aa_25C_3_dpf_fert_04_24_20261076_png.rf.zwYUyzDPB6fzkYaHJEWk.png,1040,1050,Planula,434,304,445,314
rpa_aa_25C_3_dpf_fert_04_24_20261076_png.rf.zwYUyzDPB6fzkYaHJEWk.png,1040,1050,Planula,511,386,523,397
rpa_aa_25C_3_dpf_fert_04_24_20261076_png.rf.zwYUyzDPB6fzkYaHJEWk.png,1040,1050,Planula,678,763,689,773
rpa_aa_25C_3_dpf_fert_04_24_20261076_png.rf.zwYUyzDPB6fzkYaHJEWk.png,1040,1050,Planula,135,744,146,754
rpa_aa_25C_3_dpf_fert_04_24_20261076_png.rf.zwYUyzDPB6fzkYaHJEWk.png,1040,1050,Planula,821,388,835,398
rpa_aa_25C_3_dpf_fert_04_24_20261076_png.rf.zwYUyzDPB6fzkYaHJEWk.png,1040,1050,Planula,601,217,612,228
rpa_aa_25C_3_dpf_fert_04_24_20261076_png.rf.zwYUyzDPB6fzkYaHJEWk.png,1040,1050,Planula,128,396,138,408
rpa_aa_25C_3_dpf_fert_04_24_20261076_png.rf.zwYUyzDPB6fzkYaHJEWk.png,1040,1050,Planula,490,624,501,634
rpa_aa_25C_3_dpf_fert_04_24_20261076_png.rf.zwYUyzDPB6fzkYaHJEWk.png,1040,1050,Planula,758,758,770,770
rpa_aa_25C_3_dpf_fert_04_24_20261076_png.rf.zwYUyzDPB6fzkYaHJEWk.png,1040,1050,Planula,404,201,415,212
rpa_aa_25C_3_dpf_fert_04_24_20261076_png.rf.zwYUyzDPB6fzkYaHJEWk.png,1040,1050,Planula,502,100,512,113
rpa_aa_25C_3_dpf_fert_04_24_20261076_png.rf.zwYUyzDPB6fzkYaHJEWk.png,1040,1050,Planula,801,375,812,386
rpa_aa_25C_3_dpf_fert_04_24_20261076_png.rf.zwYUyzDPB6fzkYaHJEWk.png,1040,1050,Planula,794,301,805,313
rpa_aa_25C_3_dpf_fert_04_24_20261076_png.rf.zwYUyzDPB6fzkYaHJEWk.png,1040,1050,Planula,712,527,724,540
rpa_aa_25C_3_dpf_fert_04_24_20261076_png.rf.zwYUyzDPB6fzkYaHJEWk.png,1040,1050,Planula,137,304,148,318
rpa_aa_25C_3_dpf_fert_04_24_20261076_png.rf.zwYUyzDPB6fzkYaHJEWk.png,1040,1050,Planula,443,410,456,421
rpa_aa_25C_3_dpf_fert_04_24_20261076_png.rf.zwYUyzDPB6fzkYaHJEWk.png,1040,1050,Planula,487,957,500,970
rpa_aa_25C_6_dpf_fert_04_24_20260440_png.rf.P25BnvpxBa2U0n6yVfNU.png,990,1000,Planula,780,425,789,434
rpa_aa_25C_6_dpf_fert_04_24_20260440_png.rf.P25BnvpxBa2U0n6yVfNU.png,990,1000,Planula,505,236,515,246
rpa_aa_25C_6_dpf_fert_04_24_20260440_png.rf.P25BnvpxBa2U0n6yVfNU.png,990,1000,Polyp,776,436,787,456
rpa_aa_25C_6_dpf_fert_04_24_20260440_png.rf.P25BnvpxBa2U0n6yVfNU.png,990,1000,Planula,678,430,691,442
rpa_aa_25C_6_dpf_fert_04_24_20260440_png.rf.P25BnvpxBa2U0n6yVfNU.png,990,1000,Planula,545,95,554,105
rpa_aa_25C_6_dpf_fert_04_24_20260440_png.rf.P25BnvpxBa2U0n6yVfNU.png,990,1000,Planula,405,130,416,144
rpa_aa_25C_6_dpf_fert_04_24_20260440_png.rf.P25BnvpxBa2U0n6yVfNU.png,990,1000,Polyp,270,831,283,842
rpa_aa_25C_6_dpf_fert_04_24_20260440_png.rf.P25BnvpxBa2U0n6yVfNU.png,990,1000,Planula,600,303,611,315
rpa_aa_25C_6_dpf_fert_04_24_20260440_png.rf.P25BnvpxBa2U0n6yVfNU.png,990,1000,Polyp,273,654,298,665
rpa_aa_25C_6_dpf_fert_04_24_20260440_png.rf.P25BnvpxBa2U0n6yVfNU.png,990,1000,Polyp,634,387,661,397
